subject_id,academic_over_social,age,anxious,bookish,books_over_parties,calm,collect_books,conventional,critical,dependable,diagnosed_autistic,disorganized,education,engnat,enjoy_learning,excited_about_research,extraverted,familysize,gender,hand,hobbies_over_people,in_advanced_classes,intelligence_over_appearance,interested_science,introspective,libraries_over_publicspace,like_dry_topics,like_hard_material,like_science_fiction,like_superheroes,major,married,online_over_inperson,opennness,play_many_videogames,playes_rpgs,prefer_fictional_people,race_arab,race_asian,race_black,race_hispanic,race_native_american,race_native_austrailian,race_nerdy,race_white,read_tech_reports,religion,reserved,socially_awkward,strange_person,sympathetic,urban,voted,was_odd_child,watch_science_shows,writing_novel
1321,3.0,23.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,6.0,2.0,7.0,2.0,1.0,1.0,4.0,7.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,Theatre,1.0,3.0,5.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0,4.0,7.0,1.0,2.0,3.0,4.0,4.0
1323,5.0,17.0,6.0,2.0,5.0,7.0,5.0,3.0,4.0,7.0,2.0,5.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,Psychology ,1.0,5.0,7.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,7.0,5.0,5.0,7.0,1.0,2.0,5.0,5.0,4.0
1325,3.0,56.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,8.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,education,1.0,4.0,5.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,4.0,3.0,3.0
1327,4.0,15.0,4.0,2.0,1.0,5.0,4.0,3.0,6.0,5.0,2.0,7.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,missing,1.0,1.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,3.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0
1333,1.0,16.0,1.0,1.0,1.0,7.0,4.0,7.0,6.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,4.0,missing,1.0,2.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0
1334,5.0,62.0,2.0,5.0,5.0,6.0,5.0,3.0,5.0,7.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,History,2.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,1.0,4.0,3.0,3.0,1.0,5.0,5.0,1.0
1335,3.0,58.0,2.0,4.0,5.0,6.0,5.0,4.0,1.0,7.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,mechanical engineering,2.0,5.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,6.0,5.0,5.0,3.0,2.0,1.0,5.0,4.0,1.0
1338,4.0,33.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,3.0,2.0,6.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,4.0,5.0,2.0,1.0,5.0,3.0,Psychology,2.0,5.0,7.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,5.0,5.0,6.0,2.0,2.0,5.0,4.0,1.0
1339,1.0,16.0,6.0,1.0,1.0,4.0,1.0,5.0,1.0,7.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,aerospace engineering ,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0
1341,3.0,18.0,5.0,4.0,5.0,7.0,5.0,1.0,5.0,7.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,missing,1.0,4.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0
1344,4.0,17.0,6.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,5.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,missing,0.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0
1350,4.0,18.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,Architecture,1.0,5.0,5.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0,5.0,6.0,2.0,2.0,4.0,5.0,5.0
1353,4.0,20.0,2.0,3.0,3.0,6.0,4.0,3.0,3.0,7.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,Mechatronics Engineering,1.0,4.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0
1354,5.0,21.0,1.0,3.0,4.0,4.0,5.0,2.0,6.0,6.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,6.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,electrical engineering,1.0,4.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,4.0,5.0,3.0,1.0,1.0,5.0,5.0,4.0
1356,4.0,19.0,7.0,5.0,5.0,6.0,4.0,6.0,6.0,7.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,2.0,2.0,Psychology,1.0,4.0,7.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,4.0,4.0,7.0,1.0,2.0,4.0,4.0,1.0
1357,2.0,20.0,2.0,2.0,3.0,7.0,2.0,2.0,1.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,+ACI-+ACIAIg-hotel and restaurant management+ACIAIg-+ACI-,1.0,3.0,7.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,4.0,3.0,7.0,3.0,2.0,3.0,3.0,2.0
1358,2.0,23.0,2.0,3.0,3.0,6.0,3.0,2.0,5.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,business,1.0,3.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,3.0,6.0,1.0,2.0,2.0,4.0,3.0
1359,4.0,34.0,2.0,3.0,4.0,6.0,3.0,4.0,5.0,6.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,Economy and maths,1.0,5.0,7.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,4.0,3.0,2.0,3.0,1.0,5.0,5.0,4.0
1360,3.0,30.0,4.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,Computer Science,1.0,5.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0
1361,2.0,42.0,5.0,3.0,4.0,3.0,4.0,1.0,6.0,5.0,1.0,3.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,communications,2.0,4.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0
1362,5.0,18.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,7.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,missing,1.0,5.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,5.0,5.0,6.0,1.0,2.0,5.0,5.0,5.0
1363,4.0,22.0,2.0,3.0,1.0,6.0,3.0,1.0,3.0,5.0,2.0,6.0,3.0,1.0,1.0,5.0,6.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,English,1.0,2.0,6.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0
1364,4.0,34.0,5.0,4.0,4.0,6.0,4.0,5.0,3.0,6.0,2.0,5.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,Family Therapy,2.0,4.0,6.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,5.0,4.0,6.0,3.0,1.0,5.0,4.0,2.0
1366,4.0,25.0,3.0,3.0,5.0,5.0,3.0,2.0,6.0,6.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,missing,1.0,5.0,6.0,5.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,7.0,3.0,5.0,5.0,3.0,1.0,3.0,5.0,2.0
1368,3.0,53.0,2.0,4.0,4.0,7.0,5.0,4.0,6.0,7.0,2.0,1.0,3.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,English,2.0,4.0,6.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,7.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,4.0
1370,4.0,24.0,6.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,Biochemistry,1.0,3.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,4.0,7.0,2.0,1.0,4.0,5.0,4.0
1373,5.0,51.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,7.0,2.0,1.0,4.0,1.0,3.0,5.0,4.0,2.0,2.0,1.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,Biochemical Engineering,2.0,3.0,7.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,5.0,5.0,5.0,7.0,3.0,1.0,3.0,5.0,5.0
1375,5.0,17.0,6.0,3.0,5.0,0.0,4.0,0.0,2.0,5.0,2.0,0.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,missing,1.0,5.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,4.0,4.0,0.0,3.0,2.0,3.0,5.0,1.0
1378,5.0,22.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,6.0,2.0,5.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,Art Education,1.0,5.0,6.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,4.0,4.0,7.0,3.0,2.0,4.0,4.0,1.0
1381,5.0,24.0,1.0,4.0,5.0,7.0,4.0,2.0,6.0,6.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,IT,1.0,5.0,6.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0
1383,4.0,16.0,2.0,4.0,5.0,5.0,4.0,5.0,7.0,3.0,2.0,6.0,1.0,1.0,4.0,5.0,6.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,missing,1.0,3.0,6.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,3.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0
1385,5.0,53.0,2.0,5.0,5.0,6.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,sociology,1.0,4.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,4.0,4.0,6.0,2.0,2.0,3.0,4.0,1.0
1386,4.0,18.0,5.0,2.0,4.0,3.0,3.0,2.0,6.0,7.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,biomedical engineering,1.0,3.0,6.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0
1388,3.0,17.0,2.0,1.0,4.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,missing,1.0,5.0,7.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,7.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0,3.0
1389,2.0,21.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,5.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,Computer Science,1.0,4.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,1.0
1390,5.0,28.0,4.0,1.0,5.0,6.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,5.0,7.0,0.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,Science,1.0,3.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,7.0,2.0,2.0,5.0,5.0,1.0
